0,1,2,3,4,5,6,7
-0.161,-0.095,-0.215,-0.237,-0.049,-0.122,-0.055999999999999994,-0.081
-0.055999999999999994,-0.11,-0.281,-0.11199999999999999,-0.085,-0.16399999999999998,-0.042,-0.222
-0.12,-0.1,-0.244,-0.051,0.032,-0.249,-0.01,-0.249
-0.115,-0.183,-0.081,-0.049,-0.005,-0.034,-0.055999999999999994,-0.122
-0.071,-0.205,-0.044000000000000004,-0.156,-0.205,-0.225,-0.08800000000000001,-0.168
-0.12,-0.183,0.017,0.017,-0.217,-0.17800000000000002,-0.11699999999999999,-0.18600000000000003
-0.01,-0.256,-0.129,0.044000000000000004,-0.19,-0.098,-0.071,-0.149
0.017,-0.20800000000000002,0.063,-0.015,-0.29100000000000004,-0.203,-0.134,-0.024
0.028999999999999998,-0.242,0.028999999999999998,-0.032,-0.11,-0.312,-0.1,-0.044000000000000004
-0.051,-0.076,0.049,-0.059000000000000004,-0.127,-0.083,-0.11699999999999999,0.039
-0.042,-0.078,-0.066,-0.078,-0.188,-0.068,-0.129,0.012
-0.032,-0.055999999999999994,-0.006999999999999999,-0.10300000000000001,-0.055999999999999994,-0.18600000000000003,-0.11199999999999999,-0.039
-0.129,-0.068,-0.046,-0.105,-0.027000000000000003,-0.005,-0.125,0.015
-0.18100000000000002,-0.073,-0.10300000000000001,-0.156,-0.217,-0.16399999999999998,-0.095,-0.10300000000000001
-0.188,-0.044000000000000004,-0.125,-0.23199999999999998,-0.16399999999999998,-0.051,-0.16399999999999998,-0.066
-0.193,-0.132,-0.11199999999999999,-0.215,0.081,-0.125,-0.13699999999999998,-0.055999999999999994
-0.139,-0.149,-0.146,-0.23399999999999999,0.063,-0.142,-0.059000000000000004,-0.154
-0.132,-0.059000000000000004,-0.149,-0.20800000000000002,0.049,-0.08800000000000001,0.017,-0.063
-0.161,-0.049,-0.146,-0.154,0.034,0.044000000000000004,-0.005,-0.081
-0.171,-0.14400000000000002,-0.168,-0.115,0.08800000000000001,-0.19,-0.049,-0.14400000000000002
-0.105,-0.16399999999999998,-0.251,-0.142,0.0,-0.09300000000000001,-0.051,-0.183
-0.061,-0.149,-0.149,-0.129,-0.12,-0.11699999999999999,0.066,-0.20800000000000002
-0.098,-0.059000000000000004,-0.151,-0.247,-0.129,-0.11,-0.051,-0.16399999999999998
-0.18100000000000002,-0.08800000000000001,-0.042,-0.046,-0.066,0.037000000000000005,-0.122,-0.11699999999999999
-0.083,-0.034,-0.085,-0.051,-0.017,-0.02,-0.188,-0.18100000000000002
-0.006999999999999999,-0.203,-0.151,0.032,-0.14400000000000002,-0.156,-0.11199999999999999,-0.076
0.006999999999999999,-0.215,-0.11699999999999999,-0.022000000000000002,-0.049,-0.159,-0.032,-0.11
-0.066,-0.259,0.034,-0.039,-0.13699999999999998,-0.095,-0.12,-0.039
-0.071,-0.13699999999999998,0.015,-0.049,-0.134,-0.066,-0.166,-0.115
0.054000000000000006,-0.11699999999999999,-0.10300000000000001,-0.076,-0.217,-0.017,-0.18100000000000002,-0.027000000000000003
0.039,-0.107,-0.122,-0.037000000000000005,-0.14400000000000002,-0.17800000000000002,-0.168,-0.154
-0.161,-0.049,-0.09,-0.054000000000000006,-0.115,-0.132,-0.11,-0.18600000000000003
-0.195,0.005,-0.055999999999999994,-0.017,-0.242,-0.063,-0.122,-0.11699999999999999
-0.11699999999999999,0.042,-0.068,-0.10300000000000001,-0.171,-0.09300000000000001,-0.22,-0.132
-0.051,-0.127,-0.034,-0.188,-0.171,-0.11199999999999999,-0.205,-0.149
-0.17600000000000002,-0.149,-0.159,-0.18100000000000002,-0.02,-0.085,-0.063,-0.125
-0.271,-0.017,-0.222,-0.217,-0.039,-0.151,-0.059000000000000004,-0.125
-0.22899999999999998,0.034,-0.09,-0.168,0.027000000000000003,-0.122,-0.034,-0.098
-0.11699999999999999,-0.11199999999999999,-0.125,-0.198,-0.127,-0.022000000000000002,-0.159,-0.049
-0.039,-0.012,-0.134,-0.273,-0.073,-0.142,-0.134,-0.066
-0.11,-0.027000000000000003,-0.18600000000000003,-0.146,-0.027000000000000003,-0.095,-0.068,-0.146
-0.11699999999999999,-0.081,-0.18600000000000003,-0.122,0.015,-0.027000000000000003,-0.01,-0.1
-0.037000000000000005,-0.078,-0.161,-0.061,-0.083,-0.166,-0.054000000000000006,-0.14400000000000002
-0.08800000000000001,-0.105,-0.078,-0.044000000000000004,-0.105,-0.151,-0.095,-0.151
-0.054000000000000006,-0.17300000000000001,-0.076,-0.095,-0.115,-0.183,-0.107,-0.085
-0.032,-0.149,-0.08800000000000001,-0.085,-0.18100000000000002,-0.205,-0.054000000000000006,-0.055999999999999994
-0.11199999999999999,-0.071,-0.039,-0.024,-0.076,-0.11699999999999999,-0.066,0.012
-0.078,-0.107,0.02,0.054000000000000006,-0.09300000000000001,-0.161,-0.146,0.0
-0.055999999999999994,-0.076,-0.044000000000000004,-0.061,-0.215,-0.11,-0.127,-0.063
-0.049,-0.098,0.046,0.017,-0.261,-0.049,-0.139,-0.044000000000000004
-0.183,0.032,-0.049,0.002,-0.195,-0.085,-0.09,0.034
-0.11699999999999999,-0.034,-0.049,-0.061,-0.239,-0.107,-0.1,0.076
-0.071,-0.09300000000000001,0.006999999999999999,-0.09300000000000001,-0.222,0.1,-0.127,-0.039
-0.11199999999999999,-0.049,-0.034,-0.132,-0.21,-0.015,-0.105,-0.139
-0.247,-0.085,-0.076,-0.107,-0.046,-0.073,-0.01,-0.10300000000000001
-0.11199999999999999,-0.073,-0.203,-0.168,-0.002,-0.105,0.0,-0.105
-0.046,-0.11,-0.161,-0.17800000000000002,-0.142,-0.085,-0.042,-0.09300000000000001
-0.125,-0.076,-0.13699999999999998,-0.217,-0.027000000000000003,-0.061,-0.085,-0.055999999999999994
-0.254,-0.042,-0.12,-0.20800000000000002,-0.18600000000000003,-0.171,-0.132,-0.095
-0.168,-0.042,-0.23399999999999999,-0.19,-0.083,0.012,-0.066,-0.11699999999999999
-0.068,-0.129,-0.21,-0.193,-0.13699999999999998,-0.066,-0.027000000000000003,-0.09300000000000001
-0.076,-0.13699999999999998,-0.203,-0.168,-0.23199999999999998,-0.115,-0.032,-0.156
-0.081,-0.18100000000000002,-0.17800000000000002,-0.125,-0.122,-0.08800000000000001,-0.09,-0.034
-0.039,-0.151,-0.083,-0.146,-0.132,-0.105,-0.132,-0.042
-0.028999999999999998,-0.098,-0.09300000000000001,-0.034,-0.161,-0.095,-0.032,-0.3
-0.055999999999999994,-0.16399999999999998,-0.193,0.01,-0.11699999999999999,-0.188,-0.005,-0.271
-0.027000000000000003,-0.156,-0.151,-0.032,-0.083,-0.278,-0.028999999999999998,-0.239
-0.01,-0.215,-0.022000000000000002,-0.049,-0.132,-0.071,-0.139,-0.183
-0.01,-0.188,-0.066,-0.02,-0.16399999999999998,-0.264,-0.14400000000000002,-0.244
-0.032,-0.11699999999999999,-0.027000000000000003,-0.012,-0.18600000000000003,-0.212,-0.107,-0.18100000000000002
-0.078,-0.129,-0.078,0.02,-0.09300000000000001,-0.28600000000000003,-0.063,-0.08800000000000001
-0.017,-0.105,-0.076,-0.046,-0.254,-0.13699999999999998,-0.146,-0.078
-0.024,-0.134,-0.024,0.006999999999999999,-0.251,-0.044000000000000004,-0.1,-0.076
-0.078,-0.166,-0.11699999999999999,0.046,-0.13699999999999998,-0.122,-0.066,-0.11
-0.095,-0.115,-0.23199999999999998,-0.063,-0.028999999999999998,-0.015,-0.068,-0.015
-0.129,-0.068,-0.205,-0.12,-0.171,0.017,-0.066,-0.081
-0.171,-0.017,-0.166,-0.166,-0.17600000000000002,-0.10300000000000001,-0.076,-0.107
-0.132,0.0,-0.127,-0.171,-0.10300000000000001,-0.107,-0.129,-0.028999999999999998
-0.134,-0.034,-0.222,-0.193,-0.11199999999999999,-0.049,-0.161,-0.034
-0.171,-0.11699999999999999,-0.298,-0.055999999999999994,-0.051,0.024,-0.076,-0.134
-0.105,-0.073,-0.249,-0.17800000000000002,-0.166,-0.13699999999999998,-0.046,-0.044000000000000004
-0.132,-0.09300000000000001,-0.127,-0.16399999999999998,-0.002,-0.18600000000000003,-0.049,-0.068
-0.042,-0.027000000000000003,-0.156,-0.168,-0.09300000000000001,-0.105,-0.037000000000000005,-0.037000000000000005
-0.122,-0.095,-0.159,-0.073,-0.042,-0.063,-0.076,0.024
-0.085,-0.156,-0.125,-0.09300000000000001,-0.276,-0.054000000000000006,-0.083,-0.073
-0.098,-0.11199999999999999,-0.034,-0.095,-0.16399999999999998,-0.18100000000000002,-0.081,-0.042
-0.044000000000000004,-0.151,-0.024,-0.061,-0.076,-0.217,-0.107,-0.09300000000000001
-0.006999999999999999,-0.16399999999999998,-0.105,-0.059000000000000004,-0.076,-0.183,-0.105,-0.161
-0.037000000000000005,-0.054000000000000006,-0.051,-0.168,-0.14400000000000002,-0.105,-0.098,-0.059000000000000004
-0.078,-0.11,0.115,-0.26899999999999996,-0.134,-0.002,-0.146,0.012
-0.098,-0.105,0.039,-0.11699999999999999,-0.12,-0.061,-0.12,-0.08800000000000001
-0.049,-0.125,-0.13699999999999998,-0.051,-0.11199999999999999,-0.049,-0.015,-0.054000000000000006
-0.11199999999999999,-0.11699999999999999,-0.10300000000000001,-0.076,-0.015,-0.068,-0.022000000000000002,-0.16399999999999998
-0.195,-0.012,-0.146,-0.198,-0.17600000000000002,-0.127,-0.002,-0.09300000000000001
-0.11199999999999999,-0.027000000000000003,-0.10300000000000001,-0.151,-0.085,-0.012,-0.042,-0.098
-0.098,-0.068,-0.11,-0.122,-0.125,-0.024,-0.071,-0.068
-0.146,-0.139,-0.134,-0.142,-0.11,-0.078,-0.17800000000000002,-0.18100000000000002
-0.242,-0.049,-0.171,-0.212,-0.068,-0.122,-0.024,-0.132
-0.244,-0.105,-0.107,-0.21,-0.01,-0.061,-0.066,-0.08800000000000001
-0.161,-0.081,-0.195,-0.18100000000000002,-0.044000000000000004,-0.022000000000000002,-0.024,-0.10300000000000001
-0.049,-0.078,-0.281,-0.066,-0.10300000000000001,0.055999999999999994,-0.09,-0.11
-0.042,-0.09,-0.159,-0.22699999999999998,-0.01,-0.02,0.002,-0.059000000000000004
-0.059000000000000004,-0.149,-0.002,-0.20800000000000002,0.028999999999999998,0.0,-0.037000000000000005,-0.09300000000000001
-0.034,-0.054000000000000006,-0.139,-0.098,-0.13699999999999998,-0.105,-0.012,-0.078
-0.105,-0.095,-0.256,-0.09300000000000001,-0.149,-0.01,-0.098,-0.125
-0.039,-0.16399999999999998,-0.071,-0.017,-0.037000000000000005,-0.305,-0.076,-0.083
-0.024,-0.217,0.022000000000000002,-0.09300000000000001,-0.063,-0.095,-0.115,-0.134
0.059000000000000004,-0.12,-0.006999999999999999,0.002,-0.085,-0.244,-0.159,-0.1
-0.039,-0.132,-0.115,-0.006999999999999999,-0.073,-0.264,-0.17800000000000002,-0.154
-0.054000000000000006,-0.005,-0.098,-0.061,-0.012,-0.12,-0.161,-0.046
-0.068,-0.098,0.049,-0.076,-0.22,-0.059000000000000004,-0.085,-0.115
-0.071,-0.142,0.059000000000000004,-0.1,-0.332,-0.01,-0.078,-0.105
0.002,-0.26899999999999996,-0.073,-0.046,-0.125,-0.061,-0.18100000000000002,-0.085
-0.039,-0.046,-0.168,-0.098,-0.149,-0.32,-0.17300000000000001,-0.11699999999999999
-0.151,-0.151,-0.042,-0.107,-0.08800000000000001,-0.22699999999999998,-0.17600000000000002,0.002
-0.154,-0.02,0.002,-0.12,-0.1,-0.081,-0.134,-0.122
-0.12,-0.09300000000000001,-0.166,-0.063,-0.063,-0.171,-0.071,-0.183
-0.039,-0.022000000000000002,-0.305,-0.095,-0.107,-0.012,-0.042,-0.188
-0.085,-0.039,-0.193,-0.127,-0.239,0.073,-0.08800000000000001,-0.149
-0.166,0.005,-0.149,-0.188,-0.095,-0.012,-0.051,-0.10300000000000001
-0.132,-0.061,-0.13699999999999998,-0.198,0.01,-0.149,-0.071,-0.022000000000000002
-0.11199999999999999,-0.1,-0.203,-0.125,0.028999999999999998,0.073,-0.1,-0.134
-0.11,-0.13699999999999998,-0.249,-0.12,-0.127,-0.015,-0.085,-0.154
-0.039,-0.13699999999999998,-0.14400000000000002,-0.151,-0.09300000000000001,-0.129,-0.09300000000000001,-0.132
-0.027000000000000003,-0.129,-0.146,-0.146,-0.154,-0.26899999999999996,-0.139,-0.11199999999999999
-0.039,-0.156,-0.105,-0.061,-0.09300000000000001,-0.122,-0.168,-0.085
-0.039,-0.142,-0.063,-0.005,-0.115,-0.054000000000000006,-0.11,0.006999999999999999
-0.076,-0.09300000000000001,0.005,-0.068,-0.005,-0.022000000000000002,-0.11699999999999999,-0.129
-0.085,-0.11699999999999999,0.022000000000000002,-0.09300000000000001,-0.134,-0.037000000000000005,-0.022000000000000002,-0.068
-0.068,-0.18600000000000003,-0.095,-0.081,-0.21,0.107,-0.078,-0.1
-0.027000000000000003,-0.159,-0.105,-0.08800000000000001,-0.13699999999999998,-0.02,-0.076,-0.105
-0.024,-0.098,0.006999999999999999,-0.028999999999999998,-0.083,-0.273,-0.171,-0.063
-0.105,-0.1,-0.039,-0.09,-0.129,-0.28300000000000003,-0.10300000000000001,-0.046
-0.139,-0.061,-0.002,-0.022000000000000002,-0.037000000000000005,-0.125,-0.166,-0.098
-0.02,-0.073,-0.168,-0.171,-0.08800000000000001,-0.168,-0.083,-0.115
-0.115,-0.078,-0.066,-0.068,-0.107,-0.054000000000000006,-0.127,-0.068
-0.2,-0.122,-0.09300000000000001,-0.076,-0.085,0.002,-0.11199999999999999,-0.076
-0.217,0.049,-0.083,-0.139,-0.16399999999999998,0.044000000000000004,-0.08800000000000001,-0.037000000000000005
-0.061,-0.129,-0.1,-0.122,-0.055999999999999994,0.017,-0.012,-0.037000000000000005
-0.09,-0.027000000000000003,-0.17300000000000001,-0.239,0.066,0.015,-0.017,-0.161
-0.273,-0.139,-0.244,-0.212,-0.034,-0.19,-0.002,-0.22699999999999998
-0.261,0.028999999999999998,-0.20800000000000002,-0.168,-0.051,0.042,-0.042,-0.122
-0.171,-0.127,-0.078,-0.146,-0.166,-0.078,-0.09300000000000001,-0.107
-0.059000000000000004,-0.098,-0.107,-0.09,0.02,0.027000000000000003,-0.076,-0.098
0.085,-0.139,-0.23399999999999999,-0.105,-0.085,-0.266,-0.028999999999999998,-0.154
-0.068,-0.085,-0.149,-0.032,-0.09300000000000001,-0.09300000000000001,-0.02,-0.129
-0.23199999999999998,-0.122,-0.081,0.024,-0.19,-0.23199999999999998,-0.081,-0.134
-0.159,-0.14400000000000002,0.059000000000000004,0.034,-0.046,-0.122,-0.154,0.115
-0.015,-0.264,-0.107,-0.051,-0.085,-0.132,-0.14400000000000002,-0.14400000000000002
0.14400000000000002,-0.26899999999999996,-0.08800000000000001,0.017,-0.10300000000000001,-0.034,0.002,-0.09300000000000001
-0.012,-0.266,-0.083,-0.054000000000000006,-0.22899999999999998,-0.381,-0.032,-0.14400000000000002
-0.188,-0.134,0.01,-0.015,-0.042,-0.21,-0.12,-0.076
-0.18100000000000002,-0.028999999999999998,0.059000000000000004,0.039,0.012,-0.337,-0.308,-0.107
-0.037000000000000005,-0.132,-0.09300000000000001,-0.068,-0.171,-0.083,-0.256,-0.156
0.11699999999999999,-0.183,-0.046,-0.054000000000000006,-0.17600000000000002,-0.032,-0.073,-0.188
0.0,-0.032,-0.151,-0.061,-0.149,-0.09,-0.039,-0.129
-0.295,-0.028999999999999998,-0.13699999999999998,-0.085,-0.11,-0.002,-0.134,-0.02
-0.22899999999999998,0.027000000000000003,-0.08800000000000001,-0.024,-0.21,-0.146,-0.125,-0.046
-0.146,-0.032,-0.251,-0.16399999999999998,-0.02,0.01,-0.156,0.054000000000000006
-0.078,-0.046,-0.159,-0.132,0.055999999999999994,-0.10300000000000001,-0.078,-0.127
-0.08800000000000001,-0.146,-0.193,-0.139,0.028999999999999998,-0.134,-0.081,-0.166
-0.105,-0.081,-0.193,-0.134,-0.10300000000000001,-0.168,-0.132,-0.046
-0.142,-0.139,-0.188,-0.134,-0.132,-0.051,-0.166,-0.068
-0.166,-0.11199999999999999,-0.156,-0.046,-0.032,-0.168,-0.115,-0.139
-0.11199999999999999,-0.11199999999999999,-0.139,-0.034,-0.085,-0.059000000000000004,-0.012,-0.139
-0.059000000000000004,-0.095,-0.13699999999999998,-0.127,-0.02,-0.129,-0.054000000000000006,-0.054000000000000006
0.027000000000000003,-0.188,-0.076,-0.16399999999999998,-0.066,-0.028999999999999998,-0.073,-0.027000000000000003
-0.066,-0.08800000000000001,-0.032,0.024,-0.23199999999999998,-0.17800000000000002,-0.078,-0.051
-0.09300000000000001,0.09300000000000001,-0.159,-0.01,-0.18600000000000003,-0.1,-0.055999999999999994,-0.105
-0.08800000000000001,-0.044000000000000004,-0.02,0.098,-0.18600000000000003,-0.059000000000000004,-0.08800000000000001,-0.01
-0.027000000000000003,-0.11699999999999999,-0.078,-0.071,-0.081,-0.151,-0.142,-0.09
0.0,-0.042,0.024,-0.09,-0.078,-0.127,-0.127,-0.071
-0.125,-0.051,-0.051,-0.027000000000000003,-0.242,-0.217,-0.115,-0.046
-0.11199999999999999,-0.063,-0.051,-0.066,-0.344,-0.156,-0.107,-0.059000000000000004
-0.071,-0.006999999999999999,-0.028999999999999998,0.0,0.022000000000000002,0.09300000000000001,-0.027000000000000003,-0.083
-0.146,0.081,-0.11,-0.127,-0.017,0.055999999999999994,-0.066,-0.006999999999999999
-0.195,-0.051,-0.107,-0.171,-0.107,0.051,-0.142,-0.042
-0.098,-0.068,-0.11,-0.142,-0.142,-0.132,-0.049,-0.027000000000000003
-0.168,-0.098,-0.132,-0.125,0.049,-0.049,0.027000000000000003,-0.10300000000000001
-0.23199999999999998,-0.078,-0.132,-0.078,-0.059000000000000004,-0.125,0.006999999999999999,-0.122
-0.146,-0.063,-0.212,-0.115,-0.015,-0.01,-0.068,-0.005
-0.09,-0.107,-0.12,-0.156,-0.039,-0.059000000000000004,-0.125,-0.166
-0.005,-0.139,-0.076,-0.132,-0.01,0.024,-0.073,-0.11199999999999999
-0.1,-0.11199999999999999,-0.122,-0.14400000000000002,0.039,-0.063,-0.028999999999999998,-0.139
-0.129,-0.122,-0.095,-0.09300000000000001,-0.076,0.0,0.005,-0.17800000000000002
