timestamp,CO2,Methane,assetno
7872660000,60.0,0.91,1
7873200000,59.4,0.8759999999999999,1
7873740000,58.4,0.885,1
7874280000,57.6,0.8,1
7874820000,56.9,0.544,1
7875360000,56.4,0.41600000000000004,1
7875900000,56.0,0.271,1
7876440000,55.7,0.0,1
7876980000,55.3,0.40299999999999997,1
7877520000,55.0,0.841,1
7878060000,54.4,1.285,1
7878600000,53.7,1.607,1
7879140000,52.8,1.746,1
7879680000,51.6,1.683,1
7880220000,50.6,1.485,1
7880760000,49.4,0.993,1
7881300000,48.8,0.648,1
7881840000,48.5,0.5770000000000001,1
7882380000,48.7,0.5770000000000001,1
7882920000,49.2,0.632,1
7883460000,49.8,0.747,1
7884000000,50.4,0.9,1
7884540000,50.7,0.993,1
7885080000,50.9,0.968,1
7885620000,50.7,0.79,1
7886160000,50.5,0.39899999999999997,1
7886700000,50.4,0.161,1
7887240000,50.2,0.5529999999999999,1
7887780000,50.4,0.603,1
7888320000,51.2,0.424,1
7888860000,52.3,0.19399999999999998,1
7889400000,53.2,0.049,1
7889940000,53.9,0.06,1
7890480000,54.1,0.161,1
7891020000,54.0,0.301,1
7891560000,53.6,0.517,1
7892100000,53.2,0.5660000000000001,1
7892640000,53.0,0.56,1
7893180000,52.8,0.573,1
7893720000,52.3,0.5920000000000001,1
7894260000,51.9,0.6709999999999999,1
7894800000,51.6,0.9329999999999999,1
7895340000,51.6,1.337,1
7895880000,51.4,1.46,1
7896420000,51.2,1.3530000000000002,1
7896960000,50.7,0.772,1
7897500000,50.0,0.218,1
7898040000,49.4,0.237,1
7898580000,49.3,0.7140000000000001,1
7899120000,49.7,1.099,1
7899660000,50.6,1.2690000000000001,1
7900200000,51.8,1.175,1
7900740000,53.0,0.6759999999999999,1
7901280000,54.0,0.033,1
7901820000,55.3,0.556,1
7902360000,55.9,0.643,1
7902900000,55.9,0.484,1
7903440000,54.6,0.109,1
7903980000,53.5,0.31,1
7904520000,52.4,0.6970000000000001,1
7905060000,52.1,1.047,1
7905600000,52.3,1.218,1
7906140000,53.0,1.183,1
7906680000,53.8,0.873,1
7907220000,54.6,0.336,1
7907760000,55.4,0.063,1
7908300000,55.9,0.084,1
7908840000,55.9,0.0,1
7909380000,55.2,0.001,1
7909920000,54.4,0.209,1
7910460000,53.7,0.556,1
7911000000,53.6,0.782,1
7911540000,53.6,0.858,1
7912080000,53.2,0.9179999999999999,1
7912620000,52.5,0.862,1
7913160000,52.0,0.41600000000000004,1
7913700000,51.4,0.336,1
7914240000,51.0,0.9590000000000001,1
7914780000,50.9,1.8130000000000002,1
7915320000,52.4,2.378,1
7915860000,53.5,2.499,1
7916400000,55.6,2.4730000000000003,1
7916940000,58.0,2.33,1
7917480000,59.5,2.053,1
7918020000,60.0,1.739,1
7918560000,60.4,1.261,1
7919100000,60.5,0.569,1
7919640000,60.2,0.13699999999999998,1
7920180000,59.7,0.024,1
7920720000,59.0,0.05,1
7921260000,57.6,0.135,1
7921800000,56.4,0.276,1
7922340000,55.2,0.534,1
7922880000,54.5,0.871,1
7923420000,54.1,1.2429999999999999,1
7923960000,54.1,1.439,1
7924500000,54.4,1.422,1
7925040000,55.5,1.175,1
7925580000,56.2,0.813,1
7926120000,57.0,0.634,1
7926660000,57.3,0.5820000000000001,1
7927200000,57.4,0.625,1
7927740000,57.0,0.713,1
7928280000,56.4,0.848,1
7928820000,55.9,1.0390000000000001,1
7929360000,55.5,1.3459999999999999,1
7929900000,55.3,1.6280000000000001,1
7930440000,55.2,1.619,1
7930980000,55.4,1.149,1
7931520000,56.0,0.488,1
7932060000,56.5,0.16,1
7932600000,57.1,0.006999999999999999,1
7933140000,57.3,0.092,1
7933680000,56.8,0.62,1
7934220000,55.6,1.0859999999999999,1
7934760000,55.0,1.525,1
7935300000,54.1,1.858,1
7935840000,54.3,2.029,1
7936380000,55.3,2.024,1
7936920000,56.4,1.9609999999999999,1
7937460000,57.2,1.952,1
7938000000,57.8,1.794,1
7938540000,58.3,1.3019999999999998,1
7939080000,58.6,1.03,1
7939620000,58.8,0.9179999999999999,1
7940160000,58.8,0.7979999999999999,1
7940700000,58.6,0.867,1
7941240000,58.0,1.047,1
7941780000,57.4,1.123,1
7942320000,57.0,0.8759999999999999,1
7942860000,56.4,0.395,1
7943400000,56.3,0.185,1
7943940000,56.4,0.662,1
7944480000,56.4,0.7090000000000001,1
7945020000,56.0,0.605,1
7945560000,55.2,0.501,1
7946100000,54.0,0.603,1
7946640000,53.0,0.943,1
7947180000,52.0,1.2229999999999999,1
7947720000,51.6,1.249,1
7948260000,51.6,0.8240000000000001,1
7948800000,51.1,0.102,1
7949340000,50.4,0.025,1
7949880000,50.0,0.382,1
7950420000,50.0,0.922,1
7950960000,52.0,1.032,1
7951500000,54.0,0.866,1
7952040000,55.1,0.527,1
7952580000,54.5,0.09300000000000001,1
7953120000,52.8,0.45799999999999996,1
7953660000,51.4,0.748,1
7954200000,50.8,0.9470000000000001,1
7954740000,51.2,1.0290000000000001,1
7955280000,52.0,0.9279999999999999,1
7955820000,52.8,0.645,1
7956360000,53.8,0.424,1
7956900000,54.5,0.276,1
7957440000,54.9,0.158,1
7957980000,54.9,0.033,1
7958520000,54.8,0.102,1
7959060000,54.4,0.251,1
7959600000,53.7,0.28,1
7960140000,53.3,0.0,1
7960680000,52.8,0.493,1
7961220000,52.6,0.759,1
7961760000,52.6,0.8240000000000001,1
7962300000,53.0,0.74,1
7962840000,54.3,0.528,1
7963380000,56.0,0.204,1
7963920000,57.0,0.034,1
7964460000,58.0,0.204,1
7965000000,58.6,0.253,1
7965540000,58.5,0.195,1
7966080000,58.3,0.131,1
7966620000,57.8,0.017,1
7967160000,57.3,0.182,1
7967700000,57.0,0.262,1
